35017;32634;35698;35485;34597;33880;35852;33343;34569;35485;34610;33267;33836;32816;32520;32795;32289;32398;32500;32050
37380;35904;37342;37794;36413;35230;37840;33208;36891;37752;33792;37751;34953;34868;35343;35003;33943;33816;35123;34811
36445;35214;36941;37831;33271;35205;37820;34843;37856;37758;34167;37930;35570;35675;35149;33315;33282;34085;33289;33770
38061;35271;37238;38229;35569;34664;38248;36555;38266;37781;28501;37711;34637;33606;31943;33953;33642;32830;35281;35234
39106;37393;38845;39213;36123;34237;39179;38997;39181;39109;30707;38995;33525;34600;35430;35573;35519;36841;36545;38067
38925;36831;38998;39189;37179;37382;38110;39368;39357;39217;31651;36857;35235;38608;36146;37515;35966;37360;37355;37874
39103;36983;39009;39217;38291;37876;37374;39198;39120;39220;32974;36702;37836;38024;37154;37688;35663;37369;38535;37997
39071;35884;38962;39128;38601;35203;38506;39061;39309;39186;35493;36086;37784;38761;37388;36434;36015;37547;38443;36452
39038;37332;37682;39066;38473;37228;38914;39152;39273;39157;38795;35181;37762;37492;37363;36131;36505;37288;34961;35680
37242;36937;37483;39129;35236;36425;39027;39164;39321;39280;38931;36579;37655;38556;37378;35063;36927;37450;36241;38195
36569;37185;38372;39031;38012;38897;39272;39348;39240;39203;39079;36393;37553;34351;35870;37111;37073;37305;37837;38176
37642;36684;38646;39232;38718;36907;39269;39346;39353;39170;38632;35954;37598;39078;36092;37489;37468;37451;33122;37541
37788;37635;39136;39279;39165;37543;39262;39307;39290;39064;38146;37550;37841;32869;36825;37492;37280;37421;35795;38258
39092;35966;39134;39257;38709;38954;39340;39227;39295;39172;38527;38109;37797;38992;36927;37522;37517;37594;38302;38199
39004;36671;39058;39235;38888;38958;39217;39167;39325;39124;38069;37667;37810;39324;36320;37596;36652;37545;37108;38317
36227;37094;37954;38624;38427;38952;38627;38808;38662;38516;38879;32812;37761;39117;36861;37473;35538;37625;38341;37971
36504;36553;38829;38896;38218;38693;38744;38860;38858;38784;38206;34647;36375;38510;36544;37405;37046;37215;37648;37950
37486;37498;38971;38846;38106;38728;38769;38963;38840;38730;38544;32379;35708;38674;37030;37497;37583;37560;38204;38104
35756;37176;37863;38901;38094;37897;38686;38752;38695;38752;36450;35485;35722;39002;35364;37413;37553;37489;37785;38082
36684;35804;38226;38826;37125;37383;38670;38808;38961;38746;37603;37079;30294;38616;37181;37523;37610;37537;38242;37123
36357;36740;38871;38777;37416;38420;38283;38817;38417;38972;37681;37570;24152;38230;37631;37277;37634;36388;38155;37627
36944;36922;38807;38024;37290;38686;38789;38839;38939;38893;37566;29954;36624;37088;37558;37289;37590;34426;38565;37554
37671;37335;39074;37874;34415;38254;38412;38736;38820;38739;35939;23639;38465;36629;37506;37514;37589;35435;38600;37573
36353;38157;38824;38437;35264;38318;38730;38888;38813;38788;34161;37205;37455;33602;37385;37504;37321;36373;38237;37582
34619;34800;38730;34970;32109;38627;38876;38660;38852;38819;36471;37986;37299;36853;37607;37580;37386;37224;38589;37533
34810;35214;38381;35739;33065;38822;38833;38848;38631;38928;37883;32464;38020;36964;37491;37448;37161;35769;37433;37147
37820;31551;39064;38787;37521;38760;38816;38875;38778;38742;36599;28234;37884;37585;37321;37726;37548;36693;38313;37767
38975;33607;38937;38724;32014;38721;38786;38757;38828;38852;36695;36790;37503;37780;35639;37603;37636;37005;38526;38260
38957;35251;38185;38791;27278;38180;38713;38815;38897;38771;38278;36101;38163;37746;35485;37619;37371;37191;38438;37813
38893;33778;38818;38851;35834;37904;38843;38776;38854;38687;38612;37971;36207;37476;37165;37444;37684;38110;38131;38295
38971;36448;38992;38780;30367;38756;38768;38823;38932;38829;38908;38385;35469;37685;36693;37609;37600;36596;36858;37809
38991;36487;38332;38834;34706;38656;38861;38741;38896;38690;37385;38057;34733;37608;37442;36700;37568;37996;38201;38301
38922;38743;36669;38873;34853;38605;38703;38753;38720;38455;38205;38220;36009;37720;37694;31801;37152;38188;38178;38130
38970;38833;36434;38262;36370;38751;38337;38944;38896;38388;37732;38669;36978;37761;37721;34305;37011;37790;38292;38417
38986;38787;38027;38178;37547;38641;38840;38772;38856;38658;37965;37495;36369;37811;37552;36554;37182;36496;38239;38326
39034;38676;38656;38322;37794;38593;38840;38948;38798;38812;37633;37918;36739;36580;37668;37588;36021;36243;38418;38067
38936;38021;39046;38624;35174;38447;38831;38828;38783;38848;38708;38289;37480;37693;37644;36669;34929;35990;38422;38346
38981;35345;38936;38820;35687;37561;38876;38960;38875;38842;35645;38615;37318;37577;37606;37554;34202;36781;38566;38240
39050;37250;38950;38937;35230;38479;36840;38724;38818;38438;37919;38512;37635;36177;36092;37631;34706;37249;38050;38221
38984;36534;38878;38815;34727;38671;37895;38210;38498;38792;35318;38890;37553;37541;36420;37617;36094;37160;38264;38242
39060;37099;39009;38662;33895;38804;35933;37080;38881;38845;38217;38769;37459;37687;37260;36878;35489;37296;38455;38139
39076;35418;38719;38840;33037;38736;36852;38844;38903;38841;38099;38665;37502;37594;37621;37059;37977;37233;37486;37504
38916;38579;38529;38034;33785;38733;38786;38665;38785;38553;38203;38691;37605;37709;37067;36827;38284;37173;38559;38161
38907;38787;39008;38825;37381;38577;38784;38872;38151;38815;38560;38448;37690;37599;35344;37400;38404;37513;38398;38294
38328;38835;38969;38896;36395;38794;38746;38590;37507;38707;38095;38745;37462;36795;37081;37487;36810;37500;38098;38092
37707;38534;39054;38767;36927;38716;38863;38962;38875;38743;38243;38698;37219;37813;36732;37135;35410;36274;38651;38342
37624;38268;38959;38296;37083;37344;38456;38922;38767;38783;38166;38811;37615;37710;34954;37621;36145;35150;38146;37252
34743;38652;38963;38590;36245;37871;38599;38851;38819;38855;38488;38872;37506;37915;36632;37214;36814;36050;38522;36591
34887;37811;38949;38828;37124;38161;38271;38719;38833;38776;38326;38591;37643;37882;34937;37267;36964;36548;38597;36689
36940;37460;38958;38946;36687;38308;38844;38435;38857;38805;35968;38538;37535;38012;35607;37407;37005;37659;38659;37265
36015;33687;37639;38468;36587;38701;38848;38754;38800;37821;38452;38567;36960;37807;37699;37787;35924;37803;38399;37703
37341;36421;37909;38664;34712;38290;38872;38358;38898;37360;38776;38830;37497;37918;36928;37493;37310;35959;38426;36754
36163;36507;39024;38339;37032;38484;38777;38225;38777;37657;38814;37283;37541;37767;36121;37528;37559;37182;38422;35166
37658;36699;39006;38460;35127;38496;38862;38688;38857;38584;38493;35600;37567;37784;36274;37609;37773;37813;38382;33792
37523;37471;38979;38865;35032;38550;38811;38362;38715;36139;37887;37634;37618;37795;34968;37701;37649;37395;38278;34567
37809;36414;38933;38801;37142;36283;38751;38708;38593;34146;38024;36198;37519;37857;35318;37583;37558;38576;38379;36348
37576;37249;39056;38747;36415;38355;38704;38783;38546;35134;38491;36039;37641;37581;34115;37719;37623;38531;38579;35662
37393;36313;38890;38172;38356;38261;38655;38966;38663;37456;38433;32568;37538;37723;35106;37596;37638;37878;38694;35133
36496;37317;38958;38720;37991;38439;38689;38888;38780;38500;37901;34513;37424;37796;36566;37672;37729;36497;38675;36996
35426;38367;38621;38431;38100;38364;38807;38100;38927;38686;38500;37300;37616;37937;37180;37617;37820;37130;37994;36869
35758;38535;38841;38910;38443;38594;38293;37855;38658;38348;37059;37904;37370;37027;37108;37564;37538;37736;37607;36582
38309;38607;38667;37674;38590;38770;38174;37991;39077;36689;38507;38191;37535;36964;37311;37497;37774;36908;36102;36205
37198;37634;39965;34885;38668;38196;39767;38498;39786;38493;38914;37970;37544;37808;37274;36693;37604;36056;37819;36158
36183;37281;39838;37272;38674;39556;39906;39430;39932;39268;37517;37536;37474;37179;37203;35345;37402;35648;37732;36503
38640;36380;39901;36352;38695;39152;39783;39708;39867;37141;36253;37051;35608;37071;37177;37321;37664;37257;38571;37974
39444;37683;39828;35100;38798;39132;39801;39795;39620;38868;38274;38639;34511;37288;37568;38035;38544;37835;38714;37851
39108;36287;39853;39253;39144;39732;39644;39864;39831;39343;39309;38113;27077;37517;38378;36625;38504;38996;38660;37919
39398;37174;38133;38940;39173;39680;39783;39471;39872;39215;34370;38339;36452;37146;38369;38519;38724;39045;38642;38049
39202;38754;39938;39288;39053;39664;39687;39597;39787;39295;33191;38572;38047;37011;38175;38547;38635;38588;38542;37987
39050;36351;39930;38924;39543;39165;39850;39795;39723;39078;34534;38736;36764;37130;38097;38390;38585;39359;38649;37832
38451;38899;39842;38037;39723;39279;39774;39557;39261;38962;38590;38618;38272;36765;38059;38507;38646;39266;38652;36166
37515;37894;39856;39055;39722;39606;39699;39693;39368;38745;39127;38610;39299;36700;38279;38573;38674;39441;37929;36717
37820;38886;39575;39064;39614;39512;39666;39428;39830;37024;38456;38540;38429;37040;38326;38579;38437;39337;38643;35506
38753;37844;39020;39125;39406;39241;39858;39883;39862;36953;39176;38392;37167;37118;38267;38515;38667;39593;38685;36391
38999;39703;39025;36949;39757;39144;39807;39720;39729;36980;39022;38600;36473;29999;38311;38234;38637;39498;38668;36347
39918;39625;39538;36290;39685;36783;39719;39880;39836;35452;39093;38495;35644;32067;37851;38363;37942;39514;38499;35871
39848;38420;39922;29049;39695;38321;39669;39769;39623;35629;39239;38168;36486;33543;37983;38506;38589;37950;38537;36951
39936;38438;39895;29666;39252;39158;38660;39886;39756;34679;38166;38654;34113;36474;38147;38496;38717;38136;38627;37142
39919;39479;39840;32487;37301;39636;39461;39415;39733;35500;39147;38570;36635;37300;36941;38569;38593;38226;38415;36029
39817;39074;39937;37252;36413;38084;39505;39917;39849;34056;38537;38679;38248;35335;37377;37646;38615;38517;38627;36856
38801;39276;39830;32875;39283;39662;39258;39809;39743;30090;39196;38339;37115;38443;36427;35887;38657;38551;38465;36166
39164;39816;39884;36260;39468;39092;39608;39891;39929;28016;39088;36509;38073;37380;36644;37792;38676;38382;38567;36991
39640;39682;38724;37590;39420;39448;39770;39769;39859;33277;38401;36917;36885;35293;37241;35154;38341;38384;38048;37378
39181;39832;39779;37579;39167;37754;39880;39791;39909;34979;36375;35987;37921;37203;37708;36548;38605;37107;38495;38191
37658;39846;39888;38083;39264;38149;39770;39790;39682;35256;38708;38585;38433;38111;37840;37871;38601;36674;35817;37164
36784;39735;40001;37298;37988;37952;39851;39227;39981;32978;39336;38605;38551;38064;37788;37845;38559;37839;35431;35583
38956;39709;39624;37228;39042;37309;39791;39729;39654;28730;38772;38329;38242;38186;38447;38389;38577;38043;36806;37362
39184;39831;39847;38379;39308;35900;39743;39816;39899;35285;38472;38643;38562;38560;38390;38149;38645;38270;36336;35432
38866;39640;39204;37012;39232;35458;39483;39579;39752;37044;39136;37035;38370;38703;38433;38297;38561;38308;37869;37691
38130;38835;39595;38738;39568;36867;39810;37545;39789;38739;38990;37806;38700;38655;38386;38134;38649;38384;39118;38031
38822;39475;38917;36854;39672;33794;39752;38823;39680;37879;35806;38520;38515;38716;38670;37311;37462;37258;38776;38254
39897;39748;38469;36763;39380;34880;39764;38443;38695;37688;26112;38669;38241;38757;38588;37346;37576;38431;38540;38153
39439;39563;39843;37757;39592;38060;39498;39093;39462;38023;26477;38743;38724;38359;38684;38437;36995;38397;38809;38244
38237;39839;39889;35295;39591;38422;38997;38909;39459;39201;37638;38670;38644;39324;38637;38076;36211;38424;39430;37877
37536;39550;39729;35555;39552;38248;39629;39221;39769;39143;37842;38705;38707;36485;37840;38431;37810;38505;38976;36249
35976;39338;39197;35719;38872;38936;39791;39558;39697;39141;36454;38719;38627;36724;36958;38436;35467;37189;39383;35568
38587;39239;40016;37775;37983;39316;39545;39401;39664;39268;37045;38709;37776;36644;35624;38581;32814;38140;39429;38060
37472;39750;38878;38647;39387;39470;39695;39826;39791;39608;36643;38644;38478;38533;36526;37728;34292;38341;39533;38143
36530;38723;38113;38161;38239;38969;37828;39488;39028;39303;36602;38679;38464;37211;37851;36993;35996;38336;39275;38238
35231;37709;38671;38635;37903;38127;38872;38036;37963;39568;39619;38637;38669;37481;37643;37948;38090;38372;38975;37242