35017;32634;35698;35485;34597;33880;35852;33343;34569;35485
37380;35904;37342;37794;36413;35230;37840;33208;36891;37752
36445;35214;36941;37831;33271;35205;37820;34843;37856;37758
38061;35271;37238;38229;35569;34664;38248;36555;38266;37781
39106;37393;38845;39213;36123;34237;39179;38997;39181;39109
38925;36831;38998;39189;37179;37382;38110;39368;39357;39217
39103;36983;39009;39217;38291;37876;37374;39198;39120;39220
39071;35884;38962;39128;38601;35203;38506;39061;39309;39186
39038;37332;37682;39066;38473;37228;38914;39152;39273;39157
37242;36937;37483;39129;35236;36425;39027;39164;39321;39280
36569;37185;38372;39031;38012;38897;39272;39348;39240;39203
37642;36684;38646;39232;38718;36907;39269;39346;39353;39170
37788;37635;39136;39279;39165;37543;39262;39307;39290;39064
39092;35966;39134;39257;38709;38954;39340;39227;39295;39172
39004;36671;39058;39235;38888;38958;39217;39167;39325;39124
36227;37094;37954;38624;38427;38952;38627;38808;38662;38516
36504;36553;38829;38896;38218;38693;38744;38860;38858;38784
37486;37498;38971;38846;38106;38728;38769;38963;38840;38730
35756;37176;37863;38901;38094;37897;38686;38752;38695;38752
36684;35804;38226;38826;37125;37383;38670;38808;38961;38746
36357;36740;38871;38777;37416;38420;38283;38817;38417;38972
36944;36922;38807;38024;37290;38686;38789;38839;38939;38893
37671;37335;39074;37874;34415;38254;38412;38736;38820;38739
36353;38157;38824;38437;35264;38318;38730;38888;38813;38788
34619;34800;38730;34970;32109;38627;38876;38660;38852;38819
34810;35214;38381;35739;33065;38822;38833;38848;38631;38928
37820;31551;39064;38787;37521;38760;38816;38875;38778;38742
38975;33607;38937;38724;32014;38721;38786;38757;38828;38852
38957;35251;38185;38791;27278;38180;38713;38815;38897;38771
38893;33778;38818;38851;35834;37904;38843;38776;38854;38687
38971;36448;38992;38780;30367;38756;38768;38823;38932;38829
38991;36487;38332;38834;34706;38656;38861;38741;38896;38690
38922;38743;36669;38873;34853;38605;38703;38753;38720;38455
38970;38833;36434;38262;36370;38751;38337;38944;38896;38388
38986;38787;38027;38178;37547;38641;38840;38772;38856;38658
39034;38676;38656;38322;37794;38593;38840;38948;38798;38812
38936;38021;39046;38624;35174;38447;38831;38828;38783;38848
38981;35345;38936;38820;35687;37561;38876;38960;38875;38842
39050;37250;38950;38937;35230;38479;36840;38724;38818;38438
38984;36534;38878;38815;34727;38671;37895;38210;38498;38792
39060;37099;39009;38662;33895;38804;35933;37080;38881;38845
39076;35418;38719;38840;33037;38736;36852;38844;38903;38841
38916;38579;38529;38034;33785;38733;38786;38665;38785;38553
38907;38787;39008;38825;37381;38577;38784;38872;38151;38815
38328;38835;38969;38896;36395;38794;38746;38590;37507;38707
37707;38534;39054;38767;36927;38716;38863;38962;38875;38743
37624;38268;38959;38296;37083;37344;38456;38922;38767;38783
34743;38652;38963;38590;36245;37871;38599;38851;38819;38855
34887;37811;38949;38828;37124;38161;38271;38719;38833;38776
36940;37460;38958;38946;36687;38308;38844;38435;38857;38805
36015;33687;37639;38468;36587;38701;38848;38754;38800;37821
37341;36421;37909;38664;34712;38290;38872;38358;38898;37360
36163;36507;39024;38339;37032;38484;38777;38225;38777;37657
37658;36699;39006;38460;35127;38496;38862;38688;38857;38584
37523;37471;38979;38865;35032;38550;38811;38362;38715;36139
37809;36414;38933;38801;37142;36283;38751;38708;38593;34146
37576;37249;39056;38747;36415;38355;38704;38783;38546;35134
37393;36313;38890;38172;38356;38261;38655;38966;38663;37456
36496;37317;38958;38720;37991;38439;38689;38888;38780;38500
35426;38367;38621;38431;38100;38364;38807;38100;38927;38686
35758;38535;38841;38910;38443;38594;38293;37855;38658;38348
38309;38607;38667;37674;38590;38770;38174;37991;39077;36689
37198;37634;39965;34885;38668;38196;39767;38498;39786;38493
36183;37281;39838;37272;38674;39556;39906;39430;39932;39268
38640;36380;39901;36352;38695;39152;39783;39708;39867;37141
39444;37683;39828;35100;38798;39132;39801;39795;39620;38868
39108;36287;39853;39253;39144;39732;39644;39864;39831;39343
39398;37174;38133;38940;39173;39680;39783;39471;39872;39215
39202;38754;39938;39288;39053;39664;39687;39597;39787;39295
39050;36351;39930;38924;39543;39165;39850;39795;39723;39078
38451;38899;39842;38037;39723;39279;39774;39557;39261;38962
37515;37894;39856;39055;39722;39606;39699;39693;39368;38745
37820;38886;39575;39064;39614;39512;39666;39428;39830;37024
38753;37844;39020;39125;39406;39241;39858;39883;39862;36953
38999;39703;39025;36949;39757;39144;39807;39720;39729;36980
39918;39625;39538;36290;39685;36783;39719;39880;39836;35452
39848;38420;39922;29049;39695;38321;39669;39769;39623;35629
39936;38438;39895;29666;39252;39158;38660;39886;39756;34679
39919;39479;39840;32487;37301;39636;39461;39415;39733;35500
39817;39074;39937;37252;36413;38084;39505;39917;39849;34056
38801;39276;39830;32875;39283;39662;39258;39809;39743;30090
39164;39816;39884;36260;39468;39092;39608;39891;39929;28016
39640;39682;38724;37590;39420;39448;39770;39769;39859;33277
39181;39832;39779;37579;39167;37754;39880;39791;39909;34979
37658;39846;39888;38083;39264;38149;39770;39790;39682;35256
36784;39735;40001;37298;37988;37952;39851;39227;39981;32978
38956;39709;39624;37228;39042;37309;39791;39729;39654;28730
39184;39831;39847;38379;39308;35900;39743;39816;39899;35285
38866;39640;39204;37012;39232;35458;39483;39579;39752;37044
38130;38835;39595;38738;39568;36867;39810;37545;39789;38739
38822;39475;38917;36854;39672;33794;39752;38823;39680;37879
39897;39748;38469;36763;39380;34880;39764;38443;38695;37688
39439;39563;39843;37757;39592;38060;39498;39093;39462;38023
38237;39839;39889;35295;39591;38422;38997;38909;39459;39201
37536;39550;39729;35555;39552;38248;39629;39221;39769;39143
35976;39338;39197;35719;38872;38936;39791;39558;39697;39141
38587;39239;40016;37775;37983;39316;39545;39401;39664;39268
37472;39750;38878;38647;39387;39470;39695;39826;39791;39608
36530;38723;38113;38161;38239;38969;37828;39488;39028;39303
35231;37709;38671;38635;37903;38127;38872;38036;37963;39568